itemname,item_freq,wordroot,root_freq,focus,wordclass,variant,modified
pnuhan,1,NoRoot,0,NoFocus,NoWordClass,NoVariant,False
pnaro,1,NoRoot,0,NoFocus,NoWordClass,NoVariant,False
patis,110,patis,219,,多重詞性,,False
pqeere,2,qeere,5,零焦點標記,,,False
skukul,1,skukul,5,,動詞,,False
pnkeruc,1,keruc,38,受事焦點,,,False
mkmeepah,1,qeepah,228,受事焦點,,,False
mpbbege,1,bege,104,主事焦點,,mpbbege,True
pluwe,6,pgluwe,10,,其它,pluwe,True
tlmanan,1,tlami,8,處所焦點,,,False
stmaan,5,NoRoot,0,NoFocus,NoWordClass,NoVariant,False
mmahan,1,NoRoot,0,NoFocus,NoWordClass,NoVariant,False
meeyah,22,eyah,417,主事焦點,,meyah,False
mtluhe,3,luhe,5,主事焦點,,,False
shaluy,1,haluy,9,參考焦點,,,False
ubus,3,NoRoot,0,NoFocus,NoWordClass,NoVariant,False
pkrkiyan,1,NoRoot,0,NoFocus,NoWordClass,NoVariant,False
mke,1,NoRoot,0,NoFocus,NoWordClass,NoVariant,False
pupu,1,pupu,3,,多重詞性,,False
oiwa,1,NoRoot,0,NoFocus,NoWordClass,NoVariant,False
ckulan,1,cikul,10,處所焦點,,,False
duhung,2,duhung,2,,名詞,,False
snegil,1,NoRoot,0,NoFocus,NoWordClass,NoVariant,False
kana,345,kanna,567,,名詞,kana,True
pgeeguy,3,geeguy,17,受事焦點,,,False
mseqic,2,seqic,17,主事焦點,,,False
putuc,1,putuc,1,,名詞,,False
hnrnasan,1,hrinas,18,處所焦點,,,False
rarawa,1,NoRoot,0,NoFocus,NoWordClass,NoVariant,False
bsaniq,3,bsaniq,3,,名詞,,False
sbratan,1,birac,29,處所焦點,,,False
paayo,1,NoRoot,0,NoFocus,NoWordClass,NoVariant,False
mpaha,2,paha,532,主事焦點,,,False
puqu,4,NoRoot,0,NoFocus,NoWordClass,NoVariant,False
ddaun,20,oda,499,受事焦點,,,False
sterung,7,sterung,40,,動詞,,False
knclokah,1,clokah,7,零焦點標記,,,False
pnhgalang,1,NoRoot,0,NoFocus,NoWordClass,NoVariant,False
pqaras,1,qaras,67,零焦點標記,,,False
mukan,41,NoRoot,0,NoFocus,NoWordClass,NoVariant,False
kugah,1,kugah,8,,動詞,,False
srhuqi,1,NoRoot,0,NoFocus,NoWordClass,NoVariant,False
begu,52,begu,52,,名詞,,False
bbilun,4,NoRoot,0,NoFocus,NoWordClass,NoVariant,False
pgbuli,1,gabul,20,受事焦點,,,False
siyo,50,siyo,102,,名詞,,False
drudan,1,NoRoot,0,NoFocus,NoWordClass,NoVariant,False
tnsapah,36,sapah,513,處所焦點,,,False
stmui,1,timu,36,受事焦點,,,False
knnaqah,1,NoRoot,0,NoFocus,NoWordClass,NoVariant,False
nadis,12,adis,228,受事焦點,,,False
tnqsiya,1,NoRoot,0,NoFocus,NoWordClass,NoVariant,False
snrui,1,sneeru,13,受事焦點,,,False
go,3,NoRoot,0,NoFocus,NoWordClass,NoVariant,False
qlmuqun,2,meluq,13,受事焦點,,,False
gnbegax,1,begax,8,零焦點標記,,,False
mliyus,1,NoRoot,0,NoFocus,NoWordClass,NoVariant,False
reesi,1,NoRoot,0,NoFocus,NoWordClass,NoVariant,False
haruko,4,NoRoot,0,NoFocus,NoWordClass,NoVariant,False
qmquduq,2,quduq,8,主事焦點,,,False
lwanun,1,lawa,81,受事焦點,,,False
tmutuy,3,tutuy,38,主事焦點,,,False
mnseung,2,seung2,33,主事焦點,,nnseung,False
dese,1,adis,228,處所焦點,,,False
cmapang,2,capang,25,主事焦點,,,False
dunuq,1,dunuq,3,,名詞,,False
hkeruy,1,hkeruy,3,,動詞,,False
ddoi,2,NoRoot,0,NoFocus,NoWordClass,NoVariant,False
sknciyuk,1,ciyuk,31,參考焦點,,,False
mberiq,4,beriq,4,主事焦點,,,False
icuw,2,icuw,52,,動詞,icu,False
rutiq,11,rutiq,26,,動詞,,False
qmita,105,qita,690,主事焦點,,mita,False
umphuni,1,NoRoot,0,NoFocus,NoWordClass,NoVariant,False
jnokayl,1,NoRoot,0,NoFocus,NoWordClass,NoVariant,False
pcqiran,1,-cuqir-,3,受事焦點,,,False
paasu,2,asuw2,53,零焦點標記,,paasuw,False
msdaling,2,daling,15,主事焦點,,,False
gemuk,11,gemuk,21,,多重詞性,,False
mrkala,1,NoRoot,0,NoFocus,NoWordClass,NoVariant,False
rmnange,1,range,20,主事焦點,,,False
shanguc,3,hanguc,58,參考焦點,,,False
wawaga,1,NoRoot,0,NoFocus,NoWordClass,NoVariant,False
renhocunhu,1,NoRoot,0,NoFocus,NoWordClass,NoVariant,False
dmahun,1,NoRoot,0,NoFocus,NoWordClass,NoVariant,False
sk,2,NoRoot,0,NoFocus,NoWordClass,NoVariant,False
tgyani,1,tgiya,20,參考焦點,,,False
skwiyan,1,skwiyan,1,,動詞,,False
krao,3,krao,3,,動詞,,False
huriq,4,huriq,16,,動詞,,False
sdrexi,2,sderux,19,受事焦點,,,False
sincii,2,sincii,2,,名詞,,False
besi,1,NoRoot,0,NoFocus,NoWordClass,NoVariant,False
depadiq,2,NoRoot,0,NoFocus,NoWordClass,NoVariant,False
reno,1,reno,7,,動詞,,False
siyen,1,NoRoot,0,NoFocus,NoWordClass,NoVariant,False
gtgetun,1,gteguc,7,受事焦點,,,False
roosun,2,raus,9,受事焦點,,,False
pnusa,1,NoRoot,0,NoFocus,NoWordClass,NoVariant,False
dekiru,1,dekiru,1,,動詞,,False
sqmai,1,sqama,14,受事焦點,,,False
ptalang,2,NoRoot,0,NoFocus,NoWordClass,NoVariant,False
adoka,2,NoRoot,0,NoFocus,NoWordClass,NoVariant,False
lulu,5,NoRoot,0,NoFocus,NoWordClass,NoVariant,False
glahi,1,guulah,8,受事焦點,,,False
gdrumuc,2,NoRoot,0,NoFocus,NoWordClass,NoVariant,False
mdrumuc,21,drumuc,27,主事焦點,,,False
gas,1,NoRoot,0,NoFocus,NoWordClass,NoVariant,False
boru,4,boru,4,,名詞,,False
mgdamac,1,damac,32,主事焦點,,,False
tkriyak,2,NoRoot,0,NoFocus,NoWordClass,NoVariant,False
pltudi,1,lutuc,28,受事焦點,,,False
pika,1,pika,8,,動詞,,False
tdali,2,dadal,26,受事焦點,,,False
ho,72,ho,72,,名詞,,False
smeesung,1,NoRoot,0,NoFocus,NoWordClass,NoVariant,False
pnmeun,1,nemu,8,,名詞,,False
ktengi,1,ktengi,11,,動詞,,False
hhlidun,2,NoRoot,0,NoFocus,NoWordClass,NoVariant,False
sngae,2,sange,21,參考焦點,,,False
tghetur,1,hetur,12,主事焦點,,,False
mbangel,1,NoRoot,0,NoFocus,NoWordClass,NoVariant,False
qnlmuqan,1,meluq,13,,名詞,,False
kbudu,1,budu,4,零焦點標記,,,False
pqpahan,1,NoRoot,0,NoFocus,NoWordClass,NoVariant,False
mhmetun,2,hemuc,85,受事焦點,,,False
mntexan,1,NoRoot,0,NoFocus,NoWordClass,NoVariant,False
qnaqah,2,NoRoot,0,NoFocus,NoWordClass,NoVariant,False
lmukas,1,lmukas,1,,名詞,,False
brhengin,12,brhengin,12,,名詞,,False
mmelux,1,NoRoot,0,NoFocus,NoWordClass,NoVariant,False
teyan,16,akeyan,21,,其它,keyan; teyan,True
psklaya,1,-sklaya-,2,受事焦點,,,False
pthuwan,1,ptahu,25,處所焦點,,,False
hnradan,1,harac,40,處所焦點,,,False
rbegan,2,rbegan,2,,動詞,,False
toting,1,toting,1,,名詞,,False
mdaadis,2,adis,228,主事焦點,,,False
gsgesun,3,gsegus,8,受事焦點,,,False
snkretan,2,keruc,38,,名詞,,False
cklano,1,NoRoot,0,NoFocus,NoWordClass,NoVariant,False
mneru,1,NoRoot,0,NoFocus,NoWordClass,NoVariant,False
paani,7,apa,187,參考焦點,,,False
mpdaking,1,NoRoot,0,NoFocus,NoWordClass,NoVariant,False
gnreman,2,gerung,17,處所焦點,,,False
pkdungus,1,NoRoot,0,NoFocus,NoWordClass,NoVariant,False
kmbgurah,1,bgurah,44,主事焦點,,,False
sgutu,2,gutu,17,參考焦點,,,False
pqecul,1,qecul,13,零焦點標記,,pqecun,True
pnlukus,1,lukus,268,零焦點標記,,,False
kspani,1,sepac,27,受事焦點,,,False
mkmdehuk,3,dehuk,161,主事焦點,,,False
tnugsaan,4,tgesa,76,處所焦點,,tn-gsaan,False
yexi,1,eyux,27,受事焦點,,,False
msbaki,1,baki,54,,名詞,,False
uyu,2,uyu,5,,動詞,,False
knttei,1,knteetu,18,受事焦點,,,False
kuluk,3,kuluk,3,,名詞,,False
liihi,1,elih,7,受事焦點,,,False
weyen,1,NoRoot,0,NoFocus,NoWordClass,NoVariant,False
masing,2,NoRoot,0,NoFocus,NoWordClass,NoVariant,False
yaka,1,NoRoot,0,NoFocus,NoWordClass,NoVariant,False
qlangan,1,NoRoot,0,NoFocus,NoWordClass,NoVariant,False
quyux,34,quyux,84,,名詞,,False
puting,13,puting,14,,名詞,,False
qnlangan,2,NoRoot,0,NoFocus,NoWordClass,NoVariant,False
mkkmalu,1,NoRoot,0,NoFocus,NoWordClass,NoVariant,False
skuxun,5,kuxun,131,參考焦點,,,False
mutung,3,utung,31,主事焦點,,,False
tndapa,1,dapa,115,名詞性標記,,,False
msdagni,1,NoRoot,0,NoFocus,NoWordClass,NoVariant,False
uweewa,1,NoRoot,0,NoFocus,NoWordClass,NoVariant,False
yi,2,NoRoot,0,NoFocus,NoWordClass,NoVariant,False
khungul,1,khungul,1,,動詞,khungun,False
sniicu,1,NoRoot,0,NoFocus,NoWordClass,NoVariant,False
qpatun,75,qpatun,75,,名詞,,False
kragi,2,karo,23,受事焦點,,krawi,False
sntusan,1,NoRoot,0,NoFocus,NoWordClass,NoVariant,False
plwanun,1,lawa,81,受事焦點,,plwaanun; plwanun,True
sbtuwan,1,NoRoot,0,NoFocus,NoWordClass,NoVariant,False
toma,40,toma,40,,名詞,,False
tbugi,4,tabu,52,受事焦點,,,False
kngheti,3,NoRoot,0,NoFocus,NoWordClass,NoVariant,False
niqnan,1,NoRoot,0,NoFocus,NoWordClass,NoVariant,False
cmilaq,1,cilaq,8,主事焦點,,,False
demu,1,NoRoot,0,NoFocus,NoWordClass,NoVariant,False
sknarux,2,knarux,120,參考焦點,,,False
pgehuk,1,pgehuk,1,,名詞,,False
ktruma,1,truma,96,參考焦點,,,False
yayun,1,NoRoot,0,NoFocus,NoWordClass,NoVariant,False
mngaangal,4,angal,424,主事焦點,,mnguangal,False
pquri,3,quri,124,受事焦點,,pquri,True
mnkari,2,kari1,10,主事焦點,,,False
tmbarux,1,barux,10,主事焦點,,,False
knletan,1,NoRoot,0,NoFocus,NoWordClass,NoVariant,False
saatak,1,atak,43,參考焦點,,,False
saadis,5,adis,228,參考焦點,,,False
pqrinuc,1,NoRoot,0,NoFocus,NoWordClass,NoVariant,False
lpaxun,1,lepax,18,受事焦點,,,False
gisu,58,gisu,74,,動詞,wisu,False
cwaqi,6,cuwaq,20,受事焦點,,,False
piiyuk,1,iyuk,23,零焦點標記,,,False
mqqehur,1,NoRoot,0,NoFocus,NoWordClass,NoVariant,False
tbyaxan,1,beyax,128,處所焦點,,,False
paahing,1,ahing,8,名詞性標記,,,False
mili,1,NoRoot,0,NoFocus,NoWordClass,NoVariant,False
knrawan,1,karo,23,處所焦點,,knrawan,True
ngus,2,NoRoot,0,NoFocus,NoWordClass,NoVariant,False
tgesa,3,tgesa,76,,動詞,,False
nugeyan,1,egu,250,處所焦點,,nugean,False
kuri,1,NoRoot,0,NoFocus,NoWordClass,NoVariant,False
pdagic,4,pdagic,4,,名詞,,False
buyuh,3,buyuh,11,,動詞,,False
klangan,1,NoRoot,0,NoFocus,NoWordClass,NoVariant,False
jrapal,1,NoRoot,0,NoFocus,NoWordClass,NoVariant,False
jjyunansayl,1,NoRoot,0,NoFocus,NoWordClass,NoVariant,False
knrmexan,1,NoRoot,0,NoFocus,NoWordClass,NoVariant,False
pnttingan,7,tuting,128,參考焦點,,,False
mhilo,1,hilo,24,主事焦點,,,False
qerac,2,qerac,25,,動詞,,False
megul,12,egul,51,主事焦點,,megun,False
tnekan,6,tekan,23,受事焦點,,,False
pspuun,13,upu,100,受事焦點,,,False
msekuy,45,msekuy,45,,其它,,False
bagana,1,NoRoot,0,NoFocus,NoWordClass,NoVariant,False
pdkaran,1,kdakar,9,處所焦點,,,False
nngani,2,angal,424,參考焦點,,,False
cikoso,3,NoRoot,0,NoFocus,NoWordClass,NoVariant,False
curi,4,curi,4,,名詞,,False
ssbregan,1,NoRoot,0,NoFocus,NoWordClass,NoVariant,False
mqarux,1,NoRoot,0,NoFocus,NoWordClass,NoVariant,False
hosu,5,hosu,5,,名詞,,False
mquri,33,quri,124,受事焦點,,mquri,True
psrcilung,1,NoRoot,0,NoFocus,NoWordClass,NoVariant,False
smriqan,2,seriq,5,處所焦點,,,False
chedin,8,chedil,26,,動詞,chedin,True
pgdema,6,gdema,29,零焦點標記,,,False
tmpusu,2,pusu,120,主事焦點,,,False
brkawe,28,brkawe,28,,名詞,,False
cuncaman,1,NoRoot,0,NoFocus,NoWordClass,NoVariant,False
kmklaun,1,NoRoot,0,NoFocus,NoWordClass,NoVariant,False
qtinuh,10,qtinuh,10,,名詞,,False
hema,6,hema,6,,名詞,,False
dmtanun,1,damac,32,受事焦點,,,False
pqhdeyan,1,qhedu,94,處所焦點,,pqdeyan,False
dqagun,1,deqo,5,受事焦點,,,False
nmalu,1,malu,356,參考焦點,,,False
prrengo,1,rengo,215,名詞性標記,,,False
mcbici,1,NoRoot,0,NoFocus,NoWordClass,NoVariant,False
mputueil,1,NoRoot,0,NoFocus,NoWordClass,NoVariant,False
ssyahun,1,eyah???,1,受事焦點,,,False
dnidin,3,NoRoot,0,NoFocus,NoWordClass,NoVariant,False
tnaruy,1,taruy,9,受事焦點,,,False
blebu,3,blebu,6,,動詞,llebu,False
razu,1,NoRoot,0,NoFocus,NoWordClass,NoVariant,False
mahun,23,imah,125,受事焦點,,,False
qmuru,11,qmuru,11,,名詞,,False
kmdangi,1,dangi,47,主事焦點,,,False
qnahaqul,1,Qnahaqul,1,,名詞,,False
hubu,1,hubu,6,,動詞,,False
quyu,57,quyu,57,,名詞,,False
nowcoyiming,1,NoRoot,0,NoFocus,NoWordClass,NoVariant,False
laxo,1,alix,95,受事焦點,,,False
knari,3,kari2,461,受事焦點,,,False
mmanu,1,NoRoot,0,NoFocus,NoWordClass,NoVariant,False
reesun,1,NoRoot,0,NoFocus,NoWordClass,NoVariant,False
bakic,8,bakic,8,,名詞,,False
bnrexan,1,NoRoot,0,NoFocus,NoWordClass,NoVariant,False
tgteru,2,NoRoot,0,NoFocus,NoWordClass,NoVariant,False
nlawan,1,ilo,19,零焦點標記,,,False
qmnuyux,4,quyux,84,主事焦點,,,False
tjuku,1,NoRoot,0,NoFocus,NoWordClass,NoVariant,False
sqitun,3,seqic,17,受事焦點,,,False
sccakus,1,cakus,17,零焦點標記,,,False
derus,1,derus,1,,名詞,,False
mnspais,1,NoRoot,0,NoFocus,NoWordClass,NoVariant,False
toko,1,NoRoot,0,NoFocus,NoWordClass,NoVariant,False
teemux,1,emux,12,受事焦點,,,False
negun,7,egul,51,,名詞,negun,True
qqui,1,ququ,8,主事焦點,,,False
nima,39,ima,274,名詞性標記,,,False
metur,2,betur,11,主事焦點,,,False
seqic,2,seqic,17,,動詞,,False
mnetun,8,NoRoot,0,NoFocus,NoWordClass,NoVariant,False
skuudus,2,NoRoot,0,NoFocus,NoWordClass,NoVariant,False
erueru,1,erueru,1,,其它,,False
cnuyukan,2,NoRoot,0,NoFocus,NoWordClass,NoVariant,False
klaali,77,ali,174,零焦點標記,,,False
bblequn,1,NoRoot,0,NoFocus,NoWordClass,NoVariant,False
jkesacul,1,NoRoot,0,NoFocus,NoWordClass,NoVariant,False
srbegi,1,rebu,51,受事焦點,,,False
mndungus,3,dungus,41,主事焦點,,,False
jyunigacul,1,NoRoot,0,NoFocus,NoWordClass,NoVariant,False
kdkaran,1,kdakar,9,處所焦點,,,False
sabak,1,sabak,1,,多重詞性,,False
snrukan,1,saruk,10,處所焦點,,,False
kawas,6,kawas,84,,名詞,,False
mqhuni,1,NoRoot,0,NoFocus,NoWordClass,NoVariant,False
ptluungi,1,NoRoot,0,NoFocus,NoWordClass,NoVariant,False
cqeran,1,cequr,6,處所焦點,,,False
mguceyax,1,NoRoot,0,NoFocus,NoWordClass,NoVariant,False
jkokubangl,1,NoRoot,0,NoFocus,NoWordClass,NoVariant,False
luqah,29,luqah,32,,多重詞性,,False
pculing,2,culing,9,,動詞,,False
gino,4,gino,4,,其它,,False
cugin,1,NoRoot,0,NoFocus,NoWordClass,NoVariant,False
spuyan,2,sepuy,9,受事焦點,,,False
pnkseengan,1,NoRoot,0,NoFocus,NoWordClass,NoVariant,False
sragun,1,sragun,1,,名詞,,False
kriro,1,NoRoot,0,NoFocus,NoWordClass,NoVariant,False
sblequn,1,NoRoot,0,NoFocus,NoWordClass,NoVariant,False
snttilux,3,ktilux,55,參考焦點,,,False
knbbaan,2,NoRoot,0,NoFocus,NoWordClass,NoVariant,False
qbrungi,1,qburung,12,受事焦點,,,False
srqiyun,1,NoRoot,0,NoFocus,NoWordClass,NoVariant,False
qbequq,2,NoRoot,0,NoFocus,NoWordClass,NoVariant,False
mggaalu,5,gaalu,38,主事焦點,,mggalu,False
mhulis,12,hulis,27,主事焦點,,,False
rumeus,1,NoRoot,0,NoFocus,NoWordClass,NoVariant,False
kaydang,1,kaydang,1,,名詞,,False
mkayak,1,NoRoot,0,NoFocus,NoWordClass,NoVariant,False
mpbaki,1,baki,54,主事焦點,,,False
ddangi,1,dangi,47,名詞性標記,,,False
mgkela,7,kela,519,主事焦點,,,False
baso,17,baso 2,20,,動詞,,True
tmraqil,1,traqil,14,主事焦點,,tmraqin,False
gmruus,2,gruus,11,主事焦點,,,False
tusang,1,NoRoot,0,NoFocus,NoWordClass,NoVariant,False
hoing,1,NoRoot,0,NoFocus,NoWordClass,NoVariant,False
bici,1,NoRoot,0,NoFocus,NoWordClass,NoVariant,False
spheyan,1,NoRoot,0,NoFocus,NoWordClass,NoVariant,False
mcuhe,2,cuhe,3,主事焦點,,,False
qepu,1,qepu,3,,動詞,,False
habung,3,habung,5,,名詞,,False
mhungu,1,NoRoot,0,NoFocus,NoWordClass,NoVariant,False
tgtunux,1,NoRoot,0,NoFocus,NoWordClass,NoVariant,False
kbrexo,6,kbarux,47,受事焦點,,,False
spyahan,1,NoRoot,0,NoFocus,NoWordClass,NoVariant,False
rmangi,2,NoRoot,0,NoFocus,NoWordClass,NoVariant,False
skdii,2,skadi 2,78,受事焦點,,,False
qapi,17,qapi,25,,名詞,,False
ribuc,1,NoRoot,0,NoFocus,NoWordClass,NoVariant,False
qolic,34,qolic,34,,名詞,,False
smlau,2,slau,6,主事焦點,,,False
rkreko,1,NoRoot,0,NoFocus,NoWordClass,NoVariant,False
wisu,16,gisu,74,,動詞,wisu,True
dmayo,49,dayo,100,主事焦點,,,False
bcbacan,1,bcebac,8,處所焦點,,,False
tmqqcurux,1,NoRoot,0,NoFocus,NoWordClass,NoVariant,False
gimun,2,igin,15,受事焦點,,,False
man,1,NoRoot,0,NoFocus,NoWordClass,NoVariant,False
sprahan,1,sprahan,1,處所焦點,,,False
pntutingan,1,NoRoot,0,NoFocus,NoWordClass,NoVariant,False
hilie,1,NoRoot,0,NoFocus,NoWordClass,NoVariant,False
knmalu,23,malu,356,零焦點標記,,,False
boarung,2,NoRoot,0,NoFocus,NoWordClass,NoVariant,False
cnpangan,1,capang,25,處所焦點,,,False
ledax,8,ledax,24,,多重詞性,dedax,False
mccida,1,cida,39,主事焦點,,,False
nmei,1,nemu,8,,名詞,,False
kdhaun,3,daha1,125,受事焦點,,,False
puqi,20,uqi,231,受事焦點,,,False
gogacu,3,gogacu,3,,名詞,,False
jhokjul,1,NoRoot,0,NoFocus,NoWordClass,NoVariant,False
ax,2,ax,2,,其它,,False
isu,205,isu,205,,名詞,,False
mnspusan,2,-pusan-,3,主事焦點,,,False
bnuyak,1,buyak,13,受事焦點,,,False
qndaanan,1,NoRoot,0,NoFocus,NoWordClass,NoVariant,False
hukuc,3,hukuc,3,,名詞,,False
cnuru,5,cnuru,5,,名詞,,False
bukeo,1,NoRoot,0,NoFocus,NoWordClass,NoVariant,False
ami,1,NoRoot,0,NoFocus,NoWordClass,NoVariant,False
ucik,20,ucik,20,,名詞,,False
mgeital,1,NoRoot,0,NoFocus,NoWordClass,NoVariant,False
mona,71,NoRoot,0,NoFocus,NoWordClass,NoVariant,False
talang,1,talang,46,,動詞,,False
urung,13,urung,20,,多重詞性,,False
gndara,2,dara2,47,零焦點標記,,,False
mnbeyan,1,NoRoot,0,NoFocus,NoWordClass,NoVariant,False
pparu,1,NoRoot,0,NoFocus,NoWordClass,NoVariant,False
sbleqan,1,NoRoot,0,NoFocus,NoWordClass,NoVariant,False
pwakan,1,awak,15,處所焦點,,,False
kudu,1,NoRoot,0,NoFocus,NoWordClass,NoVariant,False
puku,1,NoRoot,0,NoFocus,NoWordClass,NoVariant,False
pkreti,1,keruc,38,受事焦點,,,False
mbeyah,1,NoRoot,0,NoFocus,NoWordClass,NoVariant,False
kere,2,kere,2,,名詞,,False
hemah,1,hemah,2,,動詞,,False
jbakudangl,1,NoRoot,0,NoFocus,NoWordClass,NoVariant,False
pstenge,1,NoRoot,0,NoFocus,NoWordClass,NoVariant,False
plngui,1,lungu,22,,名詞,,False
angkomoci,1,angkomoci,1,,名詞,,False
msseung,1,NoRoot,0,NoFocus,NoWordClass,NoVariant,False
kndhaan,1,daha,1,受事焦點,,,False
tmalang,33,talang,46,主事焦點,,,False
chungii,1,NoRoot,0,NoFocus,NoWordClass,NoVariant,False
mbrwa,1,NoRoot,0,NoFocus,NoWordClass,NoVariant,False
qnepu,2,qepu,3,,名詞,,False
siling,3,siling,24,,動詞,,False
mggoro,1,goro,3,受事焦點,,,False
jsangl,1,NoRoot,0,NoFocus,NoWordClass,NoVariant,False
kleeluw,3,eluw,175,零焦點標記,,kleelu,False
yqeyaq,74,yqeyaq,74,,名詞,,False
koricu,2,NoRoot,0,NoFocus,NoWordClass,NoVariant,False
saane,1,NoRoot,0,NoFocus,NoWordClass,NoVariant,False
prihuc,5,prihuc,5,,名詞,,False
hlagan,1,hilo,24,處所焦點,,,False
snbserux,1,bserux,27,受事焦點,,,False
pstepiq,2,tepiq,7,零焦點標記,,,False
qungu,1,qungu,1,,名詞,,False
egu,230,egu,250,,動詞,,False
pttuku,1,NoRoot,0,NoFocus,NoWordClass,NoVariant,False
mpaangal,1,angal,424,主事焦點,,,False
tgyaan,1,tgiya,20,處所焦點,,,False
pukul,2,NoRoot,0,NoFocus,NoWordClass,NoVariant,False
kowang,38,NoRoot,0,NoFocus,NoWordClass,NoVariant,False
pddeka,1,deka,17,零焦點標記,,,False
mruurung,1,NoRoot,0,NoFocus,NoWordClass,NoVariant,False
pchungi,2,chungi,43,零焦點標記,,,False
hmiti,3,hiti,45,主事焦點,,,False
tekung,13,tekung,13,,名詞,,False
nagah,1,NoRoot,0,NoFocus,NoWordClass,NoVariant,False
bkbaki,2,baki,54,名詞性標記,,,False
mmari,2,mmari,6,,動詞,,False
mungataq,1,ngataq,2,主事焦點,,,False
mnaruh,2,NoRoot,0,NoFocus,NoWordClass,NoVariant,False
ssapo,2,sapo,20,參考焦點,,,False
skila,2,NoRoot,0,NoFocus,NoWordClass,NoVariant,False
dmeka,2,deka,17,主事焦點,,,False
mquyux,4,quyux,84,主事焦點,,mquyux,True
mnsterung,1,NoRoot,0,NoFocus,NoWordClass,NoVariant,False
iyung,21,NoRoot,0,NoFocus,NoWordClass,NoVariant,False
sooda,1,NoRoot,0,NoFocus,NoWordClass,NoVariant,False
stmuun,2,timu,36,受事焦點,,,False
taywang,2,NoRoot,0,NoFocus,NoWordClass,NoVariant,False
blebil,5,blebil,22,,動詞,,False
tmkarac,1,NoRoot,0,NoFocus,NoWordClass,NoVariant,False
pkbeyax,2,beyax,128,零焦點標記,,,False
bege,1,bege,104,,動詞,,False
snais,7,-nais-,10,參考焦點,,,True
lhelah,1,lhelah,17,,動詞,,False
bbrahan,2,NoRoot,0,NoFocus,NoWordClass,NoVariant,False
haduc,2,haduc,20,,動詞,,False
dengki,8,dengki,8,,名詞,,False
iriq,1,iriq,14,,動詞,,False
ptbeku,1,tbeku,10,名詞性標記,,,False
suyan,1,NoRoot,0,NoFocus,NoWordClass,NoVariant,False
sqlinga,1,sqlinga,1,,動詞,,False
qqusun,3,qqusun,3,,動詞,,False
mpeeniq,2,NoRoot,0,NoFocus,NoWordClass,NoVariant,False
mkai,1,NoRoot,0,NoFocus,NoWordClass,NoVariant,False
rima,24,rima,33,,多重詞性,,False
kiya,809,kiya,1193,,其它,kii 需要多例句,False
baro,129,baro,130,,名詞,,False
sqaun,2,siqa,22,受事焦點,,,False
kaysu,3,NoRoot,0,NoFocus,NoWordClass,NoVariant,False
tome,1,tome,1,,名詞,,False
spneeru,2,NoRoot,0,NoFocus,NoWordClass,NoVariant,False
daani,3,oda,499,參考焦點,,,False
tnquri,1,NoRoot,0,NoFocus,NoWordClass,NoVariant,False
knngihun,2,ngihun,15,零焦點標記,,,False
mnumu,1,NoRoot,0,NoFocus,NoWordClass,NoVariant,False
psnaki,1,anak,10,,名詞,,False
ptqcurux,1,NoRoot,0,NoFocus,NoWordClass,NoVariant,False
qqeman,1,NoRoot,0,NoFocus,NoWordClass,NoVariant,False
dyiming,1,NoRoot,0,NoFocus,NoWordClass,NoVariant,False
mtdaha,1,NoRoot,0,NoFocus,NoWordClass,NoVariant,False
dai,14,oda,499,受事焦點,,,False
rmeus,15,NoRoot,0,NoFocus,NoWordClass,NoVariant,False
tbesun,1,tebas,10,受事焦點,,,False
hterun,1,hetur,12,受事焦點,,,False
bnbungu,1,bnbungu,1,,名詞,,False
smerus,2,serus,15,主事焦點,,,False
sbciqun,1,biciq,133,受事焦點,,,False
pskanan,1,ekan,281,處所焦點,,,False
huwa,80,huwa,297,,多重詞性,,False
phuriq,1,NoRoot,0,NoFocus,NoWordClass,NoVariant,False
lbui,2,labu,14,受事焦點,,,False
maangal,8,angal,424,主事焦點,,maangan,False
mkuni,6,kuni,13,主事焦點,,,False
mosiko,5,NoRoot,0,NoFocus,NoWordClass,NoVariant,False
gdregan,1,NoRoot,0,NoFocus,NoWordClass,NoVariant,False
pccebu,1,cebu,84,零焦點標記,,,False
gtngayung,1,NoRoot,0,NoFocus,NoWordClass,NoVariant,False
gyusi,1,ayus,19,受事焦點,,,False
kbequi,1,NoRoot,0,NoFocus,NoWordClass,NoVariant,False
mgdengu,1,dengu,58,主事焦點,,,False
dada,1,NoRoot,0,NoFocus,NoWordClass,NoVariant,False
pqaya,1,NoRoot,0,NoFocus,NoWordClass,NoVariant,False
mpso,4,NoRoot,0,NoFocus,NoWordClass,NoVariant,False
mdel,1,NoRoot,0,NoFocus,NoWordClass,NoVariant,False
lneing,3,leing,26,,名詞,,False
smriqun,1,seriq,5,受事焦點,,,False
sniisan,2,sais,29,處所焦點,,sn-isan,False
tmkaxa,2,tmkaxa,2,,動詞,,False
mnsuupu,3,NoRoot,0,NoFocus,NoWordClass,NoVariant,False
taruy,1,taruy,9,,動詞,,False
tntanah,1,NoRoot,0,NoFocus,NoWordClass,NoVariant,False
yqyaqan,1,qeyaq,8,處所焦點,,,False
dhukun,1,NoRoot,0,NoFocus,NoWordClass,NoVariant,False
rozwe,1,NoRoot,0,NoFocus,NoWordClass,NoVariant,False
paanun,13,apa,187,受事焦點,,,False
hrigun,1,heruy,6,受事焦點,,,False
dmatun,4,damac,32,受事焦點,,,False
